# Generated from NASA TM-4302 polynomial model (Jackson & Cruz 1992) by generate_aero_tables.py
# alpha_deg,de_CX,de_CY,de_CZ,de_Cl,de_Cm,de_Cn,da_CX,da_CY,da_CZ,da_Cl,da_Cm,da_Cn,dr_CX,dr_CY,dr_CZ,dr_Cl,dr_Cm,dr_Cn,dfp_CX,dfp_CY,dfp_CZ,dfp_Cl,dfp_Cm,dfp_Cn,dfn_CX,dfn_CY,dfn_CZ,dfn_Cl,dfn_Cm,dfn_Cn,ddf_CX,ddf_CY,ddf_CZ,ddf_Cl,ddf_Cm,ddf_Cn
1.000000000000000000e+01,1.220400000000000174e-04,0.000000000000000000e+00,-4.877328000000000219e-03,0.000000000000000000e+00,-1.766299999999999945e-03,0.000000000000000000e+00,-4.141999999999998764e-04,2.914890999999999750e-03,6.834999999999998087e-05,2.395411999999999975e-03,1.878800000000000240e-04,-2.528779999999999570e-03,-6.871900000000000664e-04,2.396681139999999773e-03,-7.687000000000000907e-04,3.790100000000000456e-04,-6.253699999999998756e-05,-1.414300000000000062e-03,-2.720800000000000106e-04,0.000000000000000000e+00,-3.710229999999999691e-03,0.000000000000000000e+00,-9.891190999999999265e-04,0.000000000000000000e+00,5.286299999999999853e-04,0.000000000000000000e+00,-3.323980000000000250e-03,0.000000000000000000e+00,-9.733299999999998984e-04,0.000000000000000000e+00,-7.449499999999999742e-04,-2.986589999999999471e-04,0.000000000000000000e+00,6.244399999999999777e-04,0.000000000000000000e+00,4.407600000000001642e-05
1.100000000000000000e+01,1.028471780000000203e-04,0.000000000000000000e+00,-4.775746538999999999e-03,0.000000000000000000e+00,-1.718011305999999835e-03,0.000000000000000000e+00,-3.736765699999998144e-04,2.846174917100000035e-03,8.897416499999999688e-05,2.347705920200000244e-03,1.820084779999999835e-04,-2.462332628000000329e-03,-7.101178990000001122e-04,2.476483387073999832e-03,-7.187601600000000481e-04,4.009263009999999524e-04,-5.325118470000000692e-05,-1.437240839999999898e-03,-2.977885780000000238e-04,0.000000000000000000e+00,-3.696144040000000006e-03,0.000000000000000000e+00,-9.888579517699999395e-04,0.000000000000000000e+00,5.424657000000000263e-04,0.000000000000000000e+00,-3.303164967999999962e-03,0.000000000000000000e+00,-9.737294569999999094e-04,0.000000000000000000e+00,-7.564551900000000611e-04,-3.235155659000000052e-04,0.000000000000000000e+00,6.242264759999999104e-04,0.000000000000000000e+00,5.034978330000000537e-05
1.200000000000000000e+01,8.032588800000001693e-05,0.000000000000000000e+00,-4.658591680000000006e-03,0.000000000000000000e+00,-1.663488255999999704e-03,0.000000000000000000e+00,-3.418947199999999181e-04,2.774070681600000407e-03,1.159662400000000242e-04,2.294627059200000409e-03,1.791426880000001785e-04,-2.393196288000000362e-03,-7.361463040000001089e-04,2.556672891904000159e-03,-6.566545600000001526e-04,4.210456959999999750e-04,-4.328869120000000984e-05,-1.458829440000000005e-03,-3.243850880000000332e-04,0.000000000000000000e+00,-3.680858239999999868e-03,0.000000000000000000e+00,-9.885081459199999629e-04,0.000000000000000000e+00,5.572328000000000090e-04,0.000000000000000000e+00,-3.288256127999999740e-03,0.000000000000000000e+00,-9.768126719999999964e-04,0.000000000000000000e+00,-7.675806400000000649e-04,-3.468686464000000544e-04,0.000000000000000000e+00,6.264391359999999008e-04,0.000000000000000000e+00,5.577375680000001053e-05
1.300000000000000000e+01,5.444353800000005289e-05,0.000000000000000000e+00,-4.525201646999999980e-03,0.000000000000000000e+00,-1.602872665999999701e-03,0.000000000000000000e+00,-3.193279699999997025e-04,2.698819629100000263e-03,1.487531649999999949e-04,2.236338684200000083e-03,1.798044379999999727e-04,-2.322261188000000059e-03,-7.648533790000000207e-04,2.636181133954000264e-03,-5.843269600000000966e-04,4.391222210000001076e-04,-3.301550869999997871e-05,-1.478565039999999884e-03,-3.514439379999999952e-04,0.000000000000000000e+00,-3.664411239999999705e-03,0.000000000000000000e+00,-9.880522861700001373e-04,0.000000000000000000e+00,5.729312999999999333e-04,0.000000000000000000e+00,-3.279483927999999899e-03,0.000000000000000000e+00,-9.825078969999999703e-04,0.000000000000000000e+00,-7.782416899999999990e-04,-3.687234938999999997e-04,0.000000000000000000e+00,6.309355160000000009e-04,0.000000000000000000e+00,6.029379930000001428e-05
1.400000000000000000e+01,2.523372800000006633e-05,0.000000000000000000e+00,-4.374855647999998688e-03,0.000000000000000000e+00,-1.536345376000000174e-03,0.000000000000000000e+00,-3.061443199999996445e-04,2.620655249599999903e-03,1.866386400000000017e-04,2.172999795199999709e-03,1.843057279999999690e-04,-2.250304928000000041e-03,-7.956214240000000857e-04,2.713939547424000075e-03,-5.042049599999999174e-04,4.550649760000000359e-04,-2.281650719999998630e-05,-1.496027040000000091e-03,-3.785025280000000204e-04,0.000000000000000000e+00,-3.646845039999999528e-03,0.000000000000000000e+00,-9.874714635199999084e-04,0.000000000000000000e+00,5.895612000000000161e-04,0.000000000000000000e+00,-3.276945568000000190e-03,0.000000000000000000e+00,-9.906780320000001337e-04,0.000000000000000000e+00,-7.883210399999999790e-04,-3.890951983999999886e-04,0.000000000000000000e+00,6.375087359999999414e-04,0.000000000000000000e+00,6.385918080000002530e-05
1.500000000000000000e+01,-7.203749999999908794e-06,0.000000000000000000e+00,-4.206773874999999996e-03,0.000000000000000000e+00,-1.464126249999999924e-03,0.000000000000000000e+00,-3.022062499999996106e-04,2.539803187500000101e-03,2.288031250000001761e-04,2.104765124999999695e-03,1.927487500000002745e-04,-2.177992499999999859e-03,-8.276368750000000565e-04,2.788879521249999945e-03,-4.191999999999999980e-04,4.689381250000000038e-04,-1.309543749999996876e-05,-1.510874999999999848e-03,-4.050612500000000480e-04,0.000000000000000000e+00,-3.628204999999999798e-03,0.000000000000000000e+00,-9.867452562499999785e-04,0.000000000000000000e+00,6.071225000000000406e-04,0.000000000000000000e+00,-3.280604999999999806e-03,0.000000000000000000e+00,-1.001120624999999979e-03,0.000000000000000000e+00,-7.976687500000000054e-04,-4.080086875000000319e-04,0.000000000000000000e+00,6.458874999999998905e-04,0.000000000000000000e+00,6.642256250000001089e-05
1.600000000000000000e+01,-4.270291199999991889e-05,0.000000000000000000e+00,-4.020117503999999856e-03,0.000000000000000000e+00,-1.386474176000000117e-03,0.000000000000000000e+00,-3.070707199999998327e-04,2.456481241599999931e-03,2.743038400000001055e-04,2.031785139199999979e-03,2.050258880000000936e-04,-2.105876288000000165e-03,-8.598903040000001764e-04,2.859932399104000208e-03,-3.327073600000000908e-04,4.809608959999999464e-04,-4.274931199999983090e-06,-1.522848640000000085e-03,-4.305834880000000090e-04,0.000000000000000000e+00,-3.608539839999999697e-03,0.000000000000000000e+00,-9.858517299199999213e-04,0.000000000000000000e+00,6.256152000000000067e-04,0.000000000000000000e+00,-3.290292927999999544e-03,0.000000000000000000e+00,-1.013567871999999925e-03,0.000000000000000000e+00,-8.061022399999999638e-04,-4.254987264000000035e-04,0.000000000000000000e+00,6.557360959999999125e-04,0.000000000000000000e+00,6.793999680000001892e-05
1.700000000000000000e+01,-8.103158199999986036e-05,0.000000000000000000e+00,-3.813988694999999318e-03,0.000000000000000000e+00,-1.303687065999999941e-03,0.000000000000000000e+00,-3.199891699999998784e-04,2.370899365100000242e-03,3.220747650000000263e-04,1.954206036200000027e-03,2.208197180000004119e-04,-2.034396068000000109e-03,-8.911764190000002030e-04,2.926029479394000321e-03,-2.486061600000001853e-04,4.915075810000002487e-04,3.203499299999989320e-06,-1.531767840000000181e-03,-4.544956179999999884e-04,0.000000000000000000e+00,-3.587901639999999722e-03,0.000000000000000000e+00,-9.847674373699999168e-04,0.000000000000000000e+00,6.450393000000000229e-04,0.000000000000000000e+00,-3.305706808000000076e-03,0.000000000000000000e+00,-1.027686617000000014e-03,0.000000000000000000e+00,-8.134062900000000587e-04,-4.416099178999999112e-04,0.000000000000000000e+00,6.666543959999999668e-04,0.000000000000000000e+00,6.837092730000002196e-05
1.800000000000000000e+01,-1.218913919999998997e-04,0.000000000000000000e+00,-3.587430591999999328e-03,0.000000000000000000e+00,-1.216101855999999863e-03,0.000000000000000000e+00,-3.399075199999998433e-04,2.283259665600000186e-03,3.709266400000001997e-04,1.872169747200000140e-03,2.396030080000002014e-04,-1.963879008000000374e-03,-9.200940640000000595e-04,2.986102015263999727e-03,-1.712593599999998571e-04,5.011075359999999030e-04,8.879460800000039348e-06,-1.537532639999999919e-03,-4.761870080000000626e-04,0.000000000000000000e+00,-3.566345839999999524e-03,0.000000000000000000e+00,-9.834674187200001007e-04,0.000000000000000000e+00,6.653947999999999807e-04,0.000000000000000000e+00,-3.326410847999999778e-03,0.000000000000000000e+00,-1.043078351999999912e-03,0.000000000000000000e+00,-8.193330400000000541e-04,-4.563967024000000600e-04,0.000000000000000000e+00,6.781778559999999088e-04,0.000000000000000000e+00,6.767818880000001894e-05
1.900000000000000000e+01,-1.649177819999998501e-04,0.000000000000000000e+00,-3.339427322999998990e-03,0.000000000000000000e+00,-1.124094505999999674e-03,0.000000000000000000e+00,-3.654661699999995923e-04,2.193756405100000251e-03,4.195469649999999636e-04,1.785813936199999712e-03,2.606387180000002690e-04,-1.894539668000000138e-03,-9.450462190000001594e-04,3.039081214594000456e-03,-1.055137599999997865e-04,5.104451810000001401e-04,1.227367930000011667e-05,-1.540123239999999921e-03,-4.950100180000000828e-04,0.000000000000000000e+00,-3.543931239999999639e-03,0.000000000000000000e+00,-9.819252013700001305e-04,0.000000000000000000e+00,6.866816999999999886e-04,0.000000000000000000e+00,-3.351836007999999499e-03,0.000000000000000000e+00,-1.059279216999999993e-03,0.000000000000000000e+00,-8.236019899999999245e-04,-4.699233578999999672e-04,0.000000000000000000e+00,6.897775159999999231e-04,0.000000000000000000e+00,6.582800730000002158e-05
2.000000000000000000e+01,-2.096799999999998491e-04,0.000000000000000000e+00,-3.068903999999999035e-03,0.000000000000000000e+00,-1.028079999999999576e-03,0.000000000000000000e+00,-3.949999999999999518e-04,2.102576000000000531e-03,4.665000000000001177e-04,1.695271999999999838e-03,2.829799999999999503e-04,-1.826480000000000117e-03,-9.642400000000003225e-04,3.083898240000000190e-03,-5.669999999999980611e-05,5.203600000000000933e-04,1.288800000000004330e-05,-1.539600000000000126e-03,-5.102800000000001085e-04,0.000000000000000000e+00,-3.520719999999999753e-03,0.000000000000000000e+00,-9.801127999999998362e-04,0.000000000000000000e+00,7.088999999999999382e-04,0.000000000000000000e+00,-3.381280000000000396e-03,0.000000000000000000e+00,-1.075760000000000041e-03,0.000000000000000000e+00,-8.259000000000001800e-04,-4.822639999999999349e-04,0.000000000000000000e+00,7.008599999999999813e-04,0.000000000000000000e+00,6.279000000000002732e-05
2.100000000000000000e+01,-2.556811019999997081e-04,0.000000000000000000e+00,-2.774726719000000091e-03,0.000000000000000000e+00,-9.285123460000001792e-04,0.000000000000000000e+00,-4.265383699999986990e-04,2.009897021100000292e-03,5.102267650000001046e-04,1.600673068199999841e-03,3.054701980000006870e-04,-1.759689347999999738e-03,-9.756866590000003170e-04,3.119484208834000065e-03,-3.063255999999998577e-05,5.318465409999998880e-04,1.020538730000004218e-05,-1.536103440000000011e-03,-5.212752980000000822e-04,0.000000000000000000e+00,-3.496777639999999569e-03,0.000000000000000000e+00,-9.780007165700000879e-04,0.000000000000000000e+00,7.320497000000000462e-04,0.000000000000000000e+00,-3.413907287999999596e-03,0.000000000000000000e+00,-1.091926136999999894e-03,0.000000000000000000e+00,-8.258812900000001315e-04,-4.935025819000000199e-04,0.000000000000000000e+00,7.107675159999998424e-04,0.000000000000000000e+00,5.853717530000000573e-05
2.200000000000000000e+01,-3.023579519999998336e-04,0.000000000000000000e+00,-2.455702559999999642e-03,0.000000000000000000e+00,-8.258845759999999033e-04,0.000000000000000000e+00,-4.578051199999994512e-04,1.915890193600000135e-03,5.490450400000002323e-04,1.502142003200000091e-03,3.267428480000001724e-04,-1.694044448000000614e-03,-9.772015840000002930e-04,3.144770193183999470e-03,-3.360975999999998159e-05,5.460544159999998828e-04,3.689924799999978180e-06,-1.529854239999999671e-03,-5.272372480000001548e-04,0.000000000000000000e+00,-3.472173039999999680e-03,0.000000000000000000e+00,-9.755579403200000848e-04,0.000000000000000000e+00,7.561307999999999875e-04,0.000000000000000000e+00,-3.448749087999999734e-03,0.000000000000000000e+00,-1.107117712000000101e-03,0.000000000000000000e+00,-8.231674400000000592e-04,-5.037328944000000336e-04,0.000000000000000000e+00,7.187778559999999199e-04,0.000000000000000000e+00,5.304593280000002051e-05
2.300000000000000000e+01,-3.490812219999998725e-04,0.000000000000000000e+00,-2.110579586999999403e-03,0.000000000000000000e+00,-7.207287460000001787e-04,0.000000000000000000e+00,-4.862185699999986566e-04,1.820718397100000484e-03,5.811493650000000479e-04,1.399799400200000274e-03,3.452216780000000491e-04,-1.629309427999999817e-03,-9.664042989999998071e-04,3.158687219873999950e-03,-7.241375999999990348e-05,5.642883010000001275e-04,-7.213184699999923566e-06,-1.521153240000000040e-03,-5.273701780000000349e-04,0.000000000000000000e+00,-3.446978439999999824e-03,0.000000000000000000e+00,-9.727519477700000659e-04,0.000000000000000000e+00,7.811433000000000872e-04,0.000000000000000000e+00,-3.484703367999999850e-03,0.000000000000000000e+00,-1.120609456999999967e-03,0.000000000000000000e+00,-8.173473899999999116e-04,-5.130585658999999759e-04,0.000000000000000000e+00,7.241043959999997641e-04,0.000000000000000000e+00,4.629606330000001261e-05
2.400000000000000000e+01,-3.951553919999995250e-04,0.000000000000000000e+00,-1.738046847999999249e-03,0.000000000000000000e+00,-6.136159359999998099e-04,0.000000000000000000e+00,-5.088915199999988204e-04,1.724536665600000284e-03,6.046110400000003979e-04,1.293761587199999605e-03,3.591206079999998378e-04,-1.565135807999999424e-03,-9.407184640000008577e-04,3.160166270463999998e-03,-1.543105599999998814e-04,5.880079359999999290e-04,-2.307761919999995861e-05,-1.510381440000000070e-03,-5.208414079999998565e-04,0.000000000000000000e+00,-3.421269440000000196e-03,0.000000000000000000e+00,-9.695487027200001178e-04,0.000000000000000000e+00,8.070872000000000202e-04,0.000000000000000000e+00,-3.520534847999998856e-03,0.000000000000000000e+00,-1.131610751999999939e-03,0.000000000000000000e+00,-8.079774399999999556e-04,-5.215930623999999807e-04,0.000000000000000000e+00,7.258960960000000132e-04,0.000000000000000000e+00,3.827074880000001035e-05
2.500000000000000000e+01,-4.398187499999994116e-04,0.000000000000000000e+00,-1.336734374999998948e-03,0.000000000000000000e+00,-5.051562499999996377e-04,0.000000000000000000e+00,-5.226312499999980973e-04,1.627492187500000249e-03,6.173781249999999582e-04,1.184140624999999863e-03,3.664437500000010568e-04,-1.501062499999999142e-03,-8.973718750000009466e-04,3.148138281250000264e-03,-2.870500000000004992e-04,6.188281250000000205e-04,-4.449593749999996737e-05,-1.497999999999999983e-03,-5.067812500000000702e-04,0.000000000000000000e+00,-3.395124999999999706e-03,0.000000000000000000e+00,-9.659126562500000655e-04,0.000000000000000000e+00,8.339625000000000033e-04,0.000000000000000000e+00,-3.554874999999999442e-03,0.000000000000000000e+00,-1.139265625000000087e-03,0.000000000000000000e+00,-7.945812500000002353e-04,-5.294596874999999911e-04,0.000000000000000000e+00,7.232375000000000088e-04,0.000000000000000000e+00,2.895656250000001419e-05
2.600000000000000000e+01,-4.822433919999995558e-04,0.000000000000000000e+00,-9.052131839999992460e-04,0.000000000000000000e+00,-3.959988159999998283e-04,0.000000000000000000e+00,-5.239395199999989650e-04,1.529724305600000268e-03,6.172754400000004388e-04,1.071044307199999759e-03,3.649854080000009340e-04,-1.436515808000000428e-03,-8.333964640000008847e-04,3.121534143264000083e-03,-4.788657599999988912e-04,6.585187360000003924e-04,-7.207957919999982309e-05,-1.484550239999999971e-03,-4.842830080000000339e-04,0.000000000000000000e+00,-3.368627439999999883e-03,0.000000000000000000e+00,-9.618067467200000151e-04,0.000000000000000000e+00,8.617692000000000364e-04,0.000000000000000000e+00,-3.586222047999999829e-03,0.000000000000000000e+00,-1.142652752000000108e-03,0.000000000000000000e+00,-7.766498400000000288e-04,-5.367915823999999756e-04,0.000000000000000000e+00,7.151487359999999637e-04,0.000000000000000000e+00,1.834346880000004416e-05
2.700000000000000000e+01,-5.215352219999996007e-04,0.000000000000000000e+00,-4.419952749999999167e-04,0.000000000000000000e+00,-2.868317860000000902e-04,0.000000000000000000e+00,-5.090125699999982489e-04,1.431364517100000263e-03,6.020045650000000782e-04,9.545761602000000243e-04,3.523300780000019478e-04,-1.370809427999999334e-03,-7.456282990000008895e-04,3.079284702274000078e-03,-7.384753599999991508e-04,7.090047009999994251e-04,-1.064588647000000009e-04,-1.470653640000000630e-03,-4.524029780000001812e-04,0.000000000000000000e+00,-3.341862439999999674e-03,0.000000000000000000e+00,-9.571923997700000283e-04,0.000000000000000000e+00,8.905073000000000112e-04,0.000000000000000000e+00,-3.612940967999999416e-03,0.000000000000000000e+00,-1.140785457000000405e-03,0.000000000000000000e+00,-7.536415900000001259e-04,-5.437317258999999287e-04,0.000000000000000000e+00,7.005855159999997694e-04,0.000000000000000000e+00,6.424823300000038237e-06
2.800000000000000000e+01,-5.567339519999994595e-04,0.000000000000000000e+00,5.446636800000024051e-05,0.000000000000000000e+00,-1.783823359999998914e-04,-0.000000000000000000e+00,-4.737411199999975314e-04,1.332536473600000196e-03,5.691438399999999322e-04,8.348354431999999463e-04,3.258524480000005510e-04,-1.303144447999999948e-03,-6.307075840000005845e-04,3.020320758783999558e-03,-1.075080159999998453e-03,7.723660159999999608e-04,-1.482829951999998434e-04,-1.457011839999999923e-03,-4.101604480000000698e-04,0.000000000000000000e+00,-3.314919039999999779e-03,0.000000000000000000e+00,-9.520295283200000142e-04,-0.000000000000000000e+00,9.201768000000000360e-04,0.000000000000000000e+00,-3.633263488000000076e-03,0.000000000000000000e+00,-1.132611712000000355e-03,-0.000000000000000000e+00,-7.249822400000001171e-04,-5.504329343999998705e-04,0.000000000000000000e+00,6.784391359999997553e-04,0.000000000000000000e+00,-6.802627199999951172e-06
2.900000000000000000e+01,-5.868131019999994237e-04,0.000000000000000000e+00,5.857777770000007975e-04,0.000000000000000000e+00,-7.141666600000008518e-05,-0.000000000000000000e+00,-4.137103700000005491e-04,1.233355981100000285e-03,5.161483650000004038e-04,7.119171481999998601e-04,2.827173980000010495e-04,-1.232609348000000739e-03,-4.850786590000003007e-04,2.943573068033999984e-03,-1.498365360000000063e-03,8.508377409999993285e-04,-1.982200526999999997e-04,-1.444406639999999686e-03,-3.565376979999998995e-04,0.000000000000000000e+00,-3.287889639999999614e-03,0.000000000000000000e+00,-9.462765325699999458e-04,-0.000000000000000000e+00,9.507777000000001109e-04,0.000000000000000000e+00,-3.645288087999999649e-03,0.000000000000000000e+00,-1.117014137000000261e-03,-0.000000000000000000e+00,-6.900648900000000202e-04,-5.570578619000000637e-04,0.000000000000000000e+00,6.475364760000000379e-04,0.000000000000000000e+00,-2.133874469999999437e-05
3.000000000000000000e+01,-6.106799999999997300e-04,0.000000000000000000e+00,1.153604000000000348e-03,0.000000000000000000e+00,3.326000000000045066e-05,-0.000000000000000000e+00,-3.241999999999984478e-04,1.133931000000000348e-03,4.403499999999999429e-04,5.859120000000001731e-04,2.198800000000012897e-04,-1.158179999999998239e-03,-3.049900000000006425e-04,2.847972339999999773e-03,-2.018499999999999461e-03,9.468100000000001862e-04,-2.569569999999997151e-04,-1.433700000000000425e-03,-2.904800000000000784e-04,0.000000000000000000e+00,-3.260869999999999914e-03,0.000000000000000000e+00,-9.398902999999998601e-04,-0.000000000000000000e+00,9.823099999999999107e-04,0.000000000000000000e+00,-3.646979999999999320e-03,0.000000000000000000e+00,-1.092810000000000482e-03,-0.000000000000000000e+00,-6.482499999999999547e-04,-5.637790000000001463e-04,0.000000000000000000e+00,6.066399999999998703e-04,0.000000000000000000e+00,-3.717999999999997945e-05
